listing_id,city,source,listing_name,neighbourhood,district,latitude,longitude,dist_km,dist_zone,dist_zone_encoded,host_id,host_since,host_tenure_days,host_is_superhost,is_superhost_int,host_response_time,host_response_rate,host_acceptance_rate,host_total_listings_count,host_multi_listing,host_has_profile_pic,host_identity_verified,host_type,property_type,room_type,room_type_encoded,is_entire_home,person_capacity,bedrooms,capacity_per_bedroom,beds,amenity_count,minimum_nights,maximum_nights,instant_bookable,instant_bookable_int,price_eur,log_price,availability_30,availability_60,availability_90,availability_365,availability_pressure,number_of_reviews,number_of_reviews_ltm,review_velocity_l30d,reviews_per_month,reviews_2024,reviews_2025,review_growth_24_25,review_scores_rating,review_scores_rating_norm,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,review_score_composite,estimated_occupancy_l365d,estimated_revenue_l365d,at_risk_host,license,kaggle_median_dist_km,kaggle_median_metro_dist_km,kaggle_median_attraction_norm,kaggle_median_restaurant_norm,kaggle_median_lifestyle,kaggle_median_satisfaction,kaggle_median_cleanliness,weekend_premium_pct,amenities_raw,listing_sentiment_score,has_sentiment,has_occupancy,has_revenue,original_row_source,enrichment_source_paris_iab_2025,paris_iab_2025_overlap,source_vintage,number_of_reviews_l30d,number_of_reviews_ly,calculated_host_listings_count,availability_365_calendar,availability_30_calendar,availability_60_calendar,availability_90_calendar,estimated_occupancy_l365d_calendar_proxy,price_eur_estimated,price_source,revenue_source,host_risk_score,xgb_price_training_eligible,prophet_training_eligible,sentiment_city_comparable,predicted_price_eur,actual_price_eur,underpricing_gap_eur,is_underpriced
865318959073128583,athens,inside_airbnb,CityVibes Signature 3Bd Apartment,ΚΟΛΩΝΑΚΙ,,37.9772479816328,23.743641413748264,0.7989616698996433,centre_0_1km,3,2539665,2012-06-04,4862.0,True,1,within an hour,1.0,0.99,4.0,1.0,1,True,professional,Entire rental unit,Entire home/apt,2,1.0,6,3.0,2.0,5,53.0,2,700,False,0.0,165.0,5.111987788356544,16.0,42.0,63.0,328.0,37.0,88.0,19.0,1.0,2.99,44.0,10.0,-0.7727272727272727,4.98,0.996,5.0,4.95,5.0,4.99,4.95,4.93,9.9429,114.0,18810.0,0.0,00003100304,0.6890772850176174,0.3926055161832819,9.78871018474059,14.38145457028584,11.200544925993622,97.0,10.0,2.812330989724168,"[""Hangers"", ""Bidet"", ""Dedicated workspace"", ""Kitchen"", ""Oven"", ""Wine glasses"", ""Outdoor furniture"", ""Refrigerator"", ""Bathtub"", ""Bed linens"", ""Heating - split type ductless system"", ""Room-darkening shades"", ""Smoke alarm"", ""Dishwasher"", ""Private patio or balcony"", ""Hair dryer"", ""Hot water kettle"", ""Cooking basics"", ""Essentials"", ""Books and reading material"", ""Long term stays allowed"", ""Shampoo"", ""Extra pillows and blankets"", ""Iron"", ""Clothing storage: wardrobe"", ""Dishes and silverware"", ""AC - split type ductless system"", ""Coffee maker: Nespresso"", ""Paid parking garage off premises"", ""Conditioner"", ""Hot water"", ""42 inch HDTV with Netflix"", ""Fast wifi \u2013 51 Mbps"", ""First aid kit"", ""Elevator"", ""Microwave"", ""Drying rack for clothing"", ""Fire extinguisher"", ""Other stainless steel electric stove"", ""Cleaning products"", ""Freezer"", ""Central heating"", ""Free washer \u2013 In unit"", ""Toaster"", ""Body soap"", ""Single level home"", ""Lockbox"", ""City skyline view"", ""Dining table"", ""Coffee"", ""Shower gel"", ""Carbon monoxide alarm"", ""Self check-in""]",0.5960699999999999,1,1,1,inside_airbnb,0,0,IAB_Athens_Sept2025,,,,,,,,,0,,,0.0,1,1,1,311.01,165.0,146.01,1
866617676501685698,athens,inside_airbnb,"Central, modern home with piano",ΓΟΥΔΙ,,37.98039621847642,23.76076439949481,2.339974407936362,near_1_3km,2,6974310,2013-06-18,4483.0,False,0,,,,1.0,0.0,1,True,casual,Entire rental unit,Entire home/apt,2,1.0,3,1.0,3.0,1,8.0,20,90,False,0.0,48.0,3.8918202981106265,23.0,53.0,83.0,173.0,192.0,0.0,0.0,0.0,0.0,,,,4.87,0.974,4.9,4.89,4.94,4.96,4.83,4.83,9.7771,0.0,0.0,0.0,00001987963,1.7417335009687442,0.4302952314329889,4.270962339479569,6.546953598355973,5.4171495922396575,97.0,10.0,-0.7681564245810075,"[""Wifi"", ""Washer"", ""Dedicated workspace"", ""Kitchen"", ""Air conditioning"", ""Piano"", ""Smoke alarm"", ""Carbon monoxide alarm""]",,0,1,1,inside_airbnb,0,0,IAB_Athens_Sept2025,,,,,,,,,0,,,0.0,1,0,1,68.39,48.0,20.39,1
867145770417581201,athens,inside_airbnb,Dion Suites: Blue Apartment,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,,37.97628479999999,23.7305366,0.3837478056533715,centre_0_1km,3,394501992,2021-03-28,1643.0,True,1,within an hour,1.0,1.0,36.0,1.0,1,True,professional,Entire condo,Entire home/apt,2,1.0,4,1.0,4.0,1,33.0,1,365,True,1.0,117.0,4.770684624465665,10.0,34.0,60.0,335.0,30.0,0.0,0.0,0.0,0.0,,,,4.87,0.974,4.9,4.89,4.94,4.96,4.83,4.83,9.7771,0.0,0.0,1.0,00001971135,0.6890772850176174,0.3926055161832819,9.78871018474059,14.38145457028584,11.200544925993622,97.0,10.0,2.812330989724168,"[""Hangers"", ""Kitchen"", ""Wine glasses"", ""Bed linens"", ""Room-darkening shades"", ""Hair dryer"", ""Hot water kettle"", ""Essentials"", ""Long term stays allowed"", ""Shampoo"", ""Extra pillows and blankets"", ""Iron"", ""Crib - available upon request"", ""Dishes and silverware"", ""Clothing storage"", ""Coffee maker: Nespresso"", ""Conditioner"", ""Hot water"", ""Elevator"", ""Microwave"", ""Ethernet connection"", ""TV"", ""Air conditioning"", ""Luggage dropoff allowed"", ""Fire extinguisher"", ""Mini fridge"", ""Wifi"", ""Heating"", ""Lockbox"", ""Body soap"", ""Coffee"", ""Shower gel"", ""Self check-in""]",,0,1,1,inside_airbnb,0,0,IAB_Athens_Sept2025,,,,,,,,,0,,,1.0,1,0,1,150.67,117.0,33.67,1
867489936794410250,athens,inside_airbnb,Sun Marco apartment by Acropolis,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,,37.97888419732325,23.72835323255816,0.678894730160538,centre_0_1km,3,48069663,2015-11-03,3615.0,False,0,within an hour,0.9,0.97,10.0,1.0,1,True,professional,Entire rental unit,Entire home/apt,2,1.0,3,0.0,3.0,2,9.0,1,365,True,1.0,85.0,4.454347296253507,15.0,31.0,50.0,325.0,40.0,3.0,1.0,0.0,0.17,2.0,1.0,-0.5,5.0,1.0,4.67,5.0,5.0,5.0,5.0,5.0,9.9057,6.0,510.0,0.0,00002026459,0.6890772850176174,0.3926055161832819,9.78871018474059,14.38145457028584,11.200544925993622,97.0,10.0,2.812330989724168,"[""Wifi"", ""Dedicated workspace"", ""Kitchen"", ""Exterior security cameras on property"", ""TV"", ""Keypad"", ""Air conditioning"", ""Smoke alarm"", ""Self check-in""]",0.8497,1,1,1,inside_airbnb,0,0,IAB_Athens_Sept2025,,,,,,,,,0,,,0.0,1,1,1,112.04,85.0,27.04,1
867920191793801214,athens,inside_airbnb,Angelweiss Suite No2: Luxury loft space in Athens!,ΛΥΚΑΒΗΤΤΟΣ,,37.98512960175537,23.74380108050531,1.3300054461260002,near_1_3km,2,509702140,2023-04-12,898.0,False,0,,,0.0,1.0,0.0,1,True,casual,Entire rental unit,Entire home/apt,2,1.0,4,1.0,4.0,1,50.0,3,90,False,0.0,77.0,4.356708826689592,28.0,58.0,88.0,363.0,2.0,2.0,0.0,0.0,0.07,0.0,0.0,0.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,0.0,0.0,1.0,00002002762,1.7417335009687442,0.4302952314329889,4.270962339479569,6.546953598355973,5.4171495922396575,97.0,10.0,-0.7681564245810075,"[""Hangers"", ""Dedicated workspace"", ""Kitchen"", ""Wine glasses"", ""Bed linens"", ""High chair"", ""Dishwasher"", ""Room-darkening shades"", ""Pets allowed"", ""Hair dryer"", ""Hot water kettle"", ""Cooking basics"", ""Essentials"", ""Exercise equipment"", ""Books and reading material"", ""FRANKE stainless steel oven"", ""Long term stays allowed"", ""Extra pillows and blankets"", ""LG refrigerator"", ""Meraki conditioner"", ""Iron"", ""Dishes and silverware"", ""Private gym in building"", ""Clothing storage: wardrobe and dresser"", ""Hot water"", ""Climbing wall"", ""First aid kit"", ""FRANKE induction stove"", ""Drying rack for clothing"", ""TV"", ""Children\u2019s books and toys"", ""Air conditioning"", ""Fire extinguisher"", ""Laundromat nearby"", ""Cleaning products"", ""Wifi"", ""Meraki body soap"", ""Washer"", ""Coffee maker: espresso machine, french press"", ""Heating"", ""Meraki shampoo"", ""Freezer"", ""Toaster"", ""Lockbox"", ""Dining table"", ""Baking sheet"", ""Coffee"", ""Shower gel"", ""Self check-in""]",0.99265,1,1,1,inside_airbnb,0,0,IAB_Athens_Sept2025,,,,,,,,,0,,,1.0,1,0,1,95.59,77.0,18.59,1
867935383256715482,athens,inside_airbnb,Athens Syntagma Plaka Spacious Apartment,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,,37.9742731,23.732858,0.21814498131995,centre_0_1km,3,29139586,2015-03-11,3852.0,False,0,within an hour,0.67,1.0,1.0,0.0,1,True,casual,Entire rental unit,Entire home/apt,2,1.0,5,2.0,2.5,2,64.0,2,1125,True,1.0,133.0,4.897839799950911,6.0,24.0,54.0,312.0,53.0,22.0,6.0,1.0,0.76,9.0,4.0,-0.5555555555555556,4.95,0.99,4.95,4.86,4.73,4.86,4.95,4.95,9.7857,36.0,4788.0,0.0,00001992160,0.6890772850176174,0.3926055161832819,9.78871018474059,14.38145457028584,11.200544925993622,97.0,10.0,2.812330989724168,"[""Hangers"", ""Dedicated workspace"", ""Kitchen"", ""Wine glasses"", ""Outdoor furniture"", ""Refrigerator"", ""Bed linens"", ""Private patio or balcony"", ""Room-darkening shades"", ""Smoke alarm"", ""Hair dryer"", ""Hot water kettle"", ""Cooking basics"", ""Books and reading material"", ""Portable fans"", ""Coffee maker: drip coffee maker, Nespresso"", ""Long term stays allowed"", ""Palmolive body soap"", ""Extra pillows and blankets"", ""Safe"", ""HDTV with DVD player, premium cable"", ""Iron"", ""Dishes and silverware"", ""Portable heater"", ""Host greets you"", ""Paid parking garage off premises"", ""Hot water"", ""Sun loungers"", ""Game console: PS3 and Xbox Series X"", ""Radiant heating"", ""First aid kit"", ""Elevator"", ""Microwave"", ""Ethernet connection"", ""Drying rack for clothing"", ""Mosquito net"", ""Air conditioning"", ""Luggage dropoff allowed"", ""Stainless steel single oven"", ""Fire extinguisher"", ""Electric stove"", ""Laundromat nearby"", ""Palmolive conditioner"", ""Cleaning products"", ""Wifi"", ""Outdoor dining area"", ""Washer"", ""Arcade games"", ""Freezer"", ""Central heating"", ""Toaster"", ""Palmolive shampoo"", ""Board games"", ""Clothing storage: closet, wardrobe, and dresser"", ""Baking sheet"", ""Blender"", ""Shower gel"", ""Dining table"", ""Coffee"", ""Rice maker""]",0.61862,1,1,1,inside_airbnb,0,0,IAB_Athens_Sept2025,,,,,,,,,0,,,0.0,1,1,1,188.72,133.0,55.72,1
868142822489179686,athens,inside_airbnb,Comfy New Build Apartment With Great Rooftop View,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ,,37.986628,23.7104199,2.4692172318485537,near_1_3km,2,191147450,2018-05-23,2683.0,True,1,within an hour,1.0,1.0,18.0,1.0,1,True,professional,Entire condo,Entire home/apt,2,1.0,7,2.0,3.5,3,67.0,1,60,True,1.0,61.0,4.127134385045092,13.0,43.0,69.0,323.0,42.0,8.0,2.0,0.0,0.34,3.0,2.0,-0.3333333333333333,4.63,0.926,5.0,4.63,4.5,4.5,4.38,4.75,9.2543,12.0,732.0,1.0,1347327,1.7417335009687442,0.4302952314329889,4.270962339479569,6.546953598355973,5.4171495922396575,97.0,10.0,-0.7681564245810075,"[""Hangers"", ""Dedicated workspace"", ""Kitchen"", ""Sound system with aux"", ""Wine glasses"", ""Pack \u2019n play/Travel crib - available upon request"", ""Teka stainless steel induction stove"", ""Outdoor furniture"", ""Changing table - available upon request"", ""Bathtub"", ""Bed linens"", ""Refrigerator"", ""Heating - split type ductless system"", ""Room-darkening shades"", ""Dishwasher"", ""TEKA stainless steel oven"", ""Pets allowed"", ""Hair dryer"", ""Hot water kettle"", ""Cooking basics"", ""Books and reading material"", ""Exercise equipment"", ""Portable fans"", ""Long term stays allowed"", ""Shampoo"", ""Extra pillows and blankets"", ""Iron"", ""Clothing storage: wardrobe"", ""Crib - available upon request"", ""Dishes and silverware"", ""Portable air conditioning"", ""AC - split type ductless system"", ""Babysitter recommendations"", ""Portable heater"", ""Host greets you"", ""Indoor fireplace: wood-burning"", ""Paid parking garage off premises"", ""Hot water"", ""First aid kit"", ""Elevator"", ""Microwave"", ""Ethernet connection"", ""Mountain view"", ""Drying rack for clothing"", ""TV"", ""Luggage dropoff allowed"", ""Free street parking"", ""Laundromat nearby"", ""Cleaning products"", ""Wifi"", ""Standalone high chair - available upon request"", ""Beach essentials"", ""Pocket wifi"", ""Housekeeping available 4 hours a day, every day - available at extra cost"", ""Freezer"", ""Central heating"", ""Free washer \u2013 In unit"", ""Exterior security cameras on property"", ""Body soap"", ""Coffee maker: espresso machine"", ""City skyline view"", ""Dining table"", ""Baking sheet"", ""Coffee"", ""Shower gel"", ""Private patio or balcony""]",0.563125,1,1,1,inside_airbnb,0,0,IAB_Athens_Sept2025,,,,,,,,,0,,,1.0,1,1,1,87.13,61.0,26.13,1
871809972619410715,athens,inside_airbnb,Arthome Αcropolis View,ΑΚΡΟΠΟΛΗ,,37.96698,23.72346,1.3731824737237908,near_1_3km,2,510521398,2023-04-17,893.0,True,1,within an hour,1.0,1.0,2.0,1.0,1,True,professional,Entire home,Entire home/apt,2,1.0,4,2.0,2.0,2,23.0,2,30,False,0.0,117.0,4.770684624465665,7.0,24.0,30.0,234.0,131.0,19.0,9.0,0.0,1.06,13.0,6.0,-0.5384615384615384,4.95,0.99,4.95,4.79,4.95,4.95,5.0,4.95,9.8686,54.0,6318.0,1.0,00002215336,1.7417335009687442,0.4302952314329889,4.270962339479569,6.546953598355973,5.4171495922396575,97.0,10.0,-0.7681564245810075,"[""Hangers"", ""Kitchen"", ""Outdoor furniture"", ""Bed linens"", ""Room-darkening shades"", ""Hair dryer"", ""Essentials"", ""Shampoo"", ""Extra pillows and blankets"", ""Safe"", ""Iron"", ""Clothing storage"", ""Host greets you"", ""Conditioner"", ""Hot water"", ""First aid kit"", ""TV"", ""Air conditioning"", ""Fire extinguisher"", ""Cleaning products"", ""Wifi"", ""Body soap"", ""Shower gel""]",0.5890421052631578,1,1,1,inside_airbnb,0,0,IAB_Athens_Sept2025,,,,,,,,,0,,,1.0,1,1,1,137.35,117.0,20.35,1
872240531799209350,athens,inside_airbnb,Apart in the Heart Of Athens,ΠΑΓΚΡΑΤΙ,,37.9710749,23.743271,0.8907594007123223,centre_0_1km,3,116792746,2017-02-17,3143.0,True,1,within an hour,1.0,1.0,2.0,1.0,1,True,professional,Entire condo,Entire home/apt,2,1.0,6,2.0,3.0,4,42.0,2,365,True,1.0,69.0,4.248495242049359,15.0,40.0,67.0,335.0,30.0,24.0,8.0,0.0,0.95,14.0,4.0,-0.7142857142857143,4.83,0.966,4.92,4.79,4.96,4.96,4.79,4.88,9.7514,48.0,3312.0,1.0,00002017027,0.6890772850176174,0.3926055161832819,9.78871018474059,14.38145457028584,11.200544925993622,97.0,10.0,2.812330989724168,"[""Hangers"", ""43 inch HDTV"", ""Kitchen"", ""Oven"", ""Wine glasses"", ""Refrigerator"", ""Bed linens"", ""Heating - split type ductless system"", ""Room-darkening shades"", ""Hair dryer"", ""Hot water kettle"", ""Cooking basics"", ""Essentials"", ""Long term stays allowed"", ""Shampoo"", ""Extra pillows and blankets"", ""Iron"", ""Clothing storage: wardrobe"", ""Dishes and silverware"", ""Cleaning available during stay"", ""AC - split type ductless system"", ""Private entrance"", ""Paid parking garage off premises"", ""Hot water"", ""Microwave"", ""Ethernet connection"", ""Drying rack for clothing"", ""Fast wifi \u2013 198 Mbps"", ""Mosquito net"", ""Free street parking"", ""Cleaning products"", ""Candy electric stove"", ""Freezer"", ""Toaster"", ""Free washer \u2013 In unit"", ""Single level home"", ""Body soap"", ""Lockbox"", ""Coffee maker: drip coffee maker"", ""Dining table"", ""Shower gel"", ""Self check-in""]",0.61693,1,1,1,inside_airbnb,0,0,IAB_Athens_Sept2025,,,,,,,,,0,,,1.0,1,1,1,118.41,69.0,49.41,1
872498941705180022,athens,inside_airbnb,A modern apartment in the heart of Athens,ΚΕΡΑΜΕΙΚΟΣ,,37.9830541156012,23.71540569519159,1.8960750664915584,near_1_3km,2,171550263,2018-02-04,2791.0,True,1,within an hour,1.0,1.0,17.0,1.0,1,True,professional,Entire rental unit,Entire home/apt,2,1.0,4,1.0,4.0,2,31.0,1,365,True,1.0,33.0,3.5263605246161616,5.0,28.0,58.0,333.0,32.0,185.0,72.0,6.0,6.24,72.0,55.0,-0.2361111111111111,4.87,0.974,4.89,4.9,4.95,4.99,4.51,4.86,9.7057,255.0,8415.0,1.0,00002993327,1.7417335009687442,0.4302952314329889,4.270962339479569,6.546953598355973,5.4171495922396575,97.0,10.0,-0.7681564245810075,"[""Hangers"", ""Bidet"", ""Kitchen"", ""Oven"", ""Wine glasses"", ""Refrigerator"", ""Bed linens"", ""Smoke alarm"", ""Stove"", ""Hot water kettle"", ""Cooking basics"", ""Essentials"", ""Shampoo"", ""Extra pillows and blankets"", ""Iron"", ""Dishes and silverware"", ""Clothing storage: wardrobe and dresser"", ""First aid kit"", ""45 inch HDTV with Netflix"", ""Microwave"", ""Ethernet connection"", ""Drying rack for clothing"", ""Wifi"", ""Washer"", ""Lockbox"", ""Body soap"", ""Dining table"", ""Coffee"", ""Shower gel"", ""Carbon monoxide alarm"", ""Self check-in""]",0.439225,1,1,1,inside_airbnb,0,0,IAB_Athens_Sept2025,,,,,,,,,0,,,1.0,1,1,1,51.27,33.0,18.27,1
873764748979977375,athens,inside_airbnb,Eleanna's house,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,,37.978412,23.7286161,0.631373732368297,centre_0_1km,3,470159992,2022-07-18,1166.0,True,1,within an hour,1.0,1.0,2.0,1.0,1,True,professional,Entire rental unit,Entire home/apt,2,1.0,3,1.0,3.0,2,29.0,1,17,True,1.0,66.0,4.204692619390966,5.0,35.0,65.0,340.0,25.0,88.0,27.0,1.0,3.0,41.0,16.0,-0.6097560975609756,4.84,0.968,4.95,4.94,4.95,4.99,4.93,4.92,9.8629,162.0,10692.0,1.0,00002015293,0.6890772850176174,0.3926055161832819,9.78871018474059,14.38145457028584,11.200544925993622,97.0,10.0,2.812330989724168,"[""Hangers"", ""Kitchen"", ""Refrigerator"", ""Bed linens"", ""Stove"", ""Hair dryer"", ""Smoking allowed"", ""Cooking basics"", ""Essentials"", ""Books and reading material"", ""Shampoo"", ""Iron"", ""Dishes and silverware"", ""32 inch HDTV"", ""Clothing storage: wardrobe and dresser"", ""Hot water"", ""Elevator"", ""Children\u2019s books and toys"", ""Air conditioning"", ""Mini fridge"", ""Wifi"", ""Outdoor dining area"", ""Lockbox"", ""Body soap"", ""Coffee maker: drip coffee maker"", ""Coffee"", ""Shower gel"", ""Private patio or balcony"", ""Self check-in""]",0.2626549999999999,1,1,1,inside_airbnb,0,0,IAB_Athens_Sept2025,,,,,,,,,0,,,1.0,1,1,1,110.68,66.0,44.68,1
873888087694099632,athens,inside_airbnb,Acropolis Gate,ΑΚΡΟΠΟΛΗ,,37.96957945204259,23.724622655819687,1.1087151877762158,near_1_3km,2,510964967,2023-04-20,890.0,True,1,within an hour,1.0,1.0,1.0,0.0,1,True,casual,Entire rental unit,Entire home/apt,2,1.0,7,3.0,2.333333333333333,6,36.0,3,365,True,1.0,222.0,5.407171771460119,13.0,43.0,73.0,334.0,31.0,57.0,18.0,1.0,2.04,27.0,16.0,-0.4074074074074074,4.96,0.992,4.91,5.0,4.96,4.95,5.0,4.93,9.9171,108.0,23976.0,1.0,00003224778,1.7417335009687442,0.4302952314329889,4.270962339479569,6.546953598355973,5.4171495922396575,97.0,10.0,-0.7681564245810075,"[""Hangers"", ""Kitchen"", ""Oven"", ""Wine glasses"", ""Refrigerator"", ""Bathtub"", ""Bed linens"", ""Smoke alarm"", ""Stove"", ""Hair dryer"", ""Hot water kettle"", ""Backyard"", ""Cooking basics"", ""Essentials"", ""Coffee maker: drip coffee maker, Nespresso"", ""Shampoo"", ""Iron"", ""Dishes and silverware"", ""Host greets you"", ""Hot water"", ""First aid kit"", ""Microwave"", ""Drying rack for clothing"", ""TV"", ""Air conditioning"", ""Fire extinguisher"", ""Wifi"", ""Outdoor dining area"", ""Washer"", ""Toaster"", ""Body soap"", ""Baking sheet"", ""Blender"", ""Shower gel"", ""Carbon monoxide alarm""]",0.882875,1,1,1,inside_airbnb,0,0,IAB_Athens_Sept2025,,,,,,,,,0,,,1.0,1,1,1,251.44,222.0,29.44,1
874451917973541984,athens,inside_airbnb,2 bedroom budget apartment in Athens,ΝΕΟΣ ΚΟΣΜΟΣ,,37.959606,23.731047,1.7976929383740163,near_1_3km,2,507729052,2023-03-30,911.0,True,1,within an hour,1.0,1.0,6.0,1.0,1,True,professional,Entire rental unit,Entire home/apt,2,1.0,4,2.0,2.0,3,24.0,2,20,True,1.0,41.0,3.737669618283368,22.0,52.0,82.0,112.0,253.0,94.0,26.0,1.0,3.21,33.0,19.0,-0.4242424242424242,4.65,0.93,4.7,4.71,4.88,4.82,4.45,4.71,9.4057,156.0,6396.0,1.0,00002006707,1.7417335009687442,0.4302952314329889,4.270962339479569,6.546953598355973,5.4171495922396575,97.0,10.0,-0.7681564245810075,"[""Hangers"", ""Dedicated workspace"", ""Kitchen"", ""Refrigerator"", ""Bed linens"", ""Room-darkening shades"", ""Stove"", ""Hair dryer"", ""Hot water kettle"", ""Cooking basics"", ""Essentials"", ""Shampoo"", ""Extra pillows and blankets"", ""Iron"", ""Dishes and silverware"", ""Hot water"", ""First aid kit"", ""TV"", ""Air conditioning"", ""Free street parking"", ""Wifi"", ""Washer"", ""Lockbox"", ""Self check-in""]",0.554715,1,1,1,inside_airbnb,0,0,IAB_Athens_Sept2025,,,,,,,,,0,,,1.0,1,1,1,57.39,41.0,16.39,1
874571854128910207,athens,inside_airbnb,"Relaxing Quiet Apartment, 5 Min Walk to Acropolis",ΝΕΟΣ ΚΟΣΜΟΣ,,37.9649982421244,23.729104846715927,1.26998034495624,near_1_3km,2,186303019,2018-04-25,2711.0,False,0,within an hour,1.0,1.0,6.0,1.0,1,True,professional,Entire rental unit,Entire home/apt,2,1.0,6,2.0,3.0,4,53.0,1,365,True,1.0,76.0,4.343805421853684,17.0,44.0,74.0,349.0,16.0,52.0,4.0,0.0,1.79,21.0,4.0,-0.8095238095238095,4.77,0.954,4.81,4.77,4.87,4.96,4.77,4.67,9.6057,24.0,1824.0,1.0,00001953965,1.7417335009687442,0.4302952314329889,4.270962339479569,6.546953598355973,5.4171495922396575,97.0,10.0,-0.7681564245810075,"[""Hangers"", ""Dedicated workspace"", ""Kitchen"", ""Oven"", ""Wine glasses"", ""Pack \u2019n play/Travel crib - available upon request"", ""Outdoor furniture"", ""Refrigerator"", ""Bed linens"", ""Heating - split type ductless system"", ""Private patio or balcony"", ""Smoke alarm"", ""Hair dryer"", ""Hot water kettle"", ""Cooking basics"", ""Essentials"", ""HDTV with Netflix"", ""\u0386\u03bb\u03bb\u03bf electric stove"", ""Long term stays allowed"", ""Shampoo"", ""Extra pillows and blankets"", ""Iron"", ""Clothing storage: wardrobe"", ""Crib - available upon request"", ""Dishes and silverware"", ""Coffee maker: drip coffee maker, espresso machine"", ""Paid parking garage off premises"", ""Conditioner"", ""Hot water"", ""Elevator"", ""Microwave"", ""Drying rack for clothing"", ""Free street parking"", ""Fire extinguisher"", ""Laundromat nearby"", ""Mini fridge"", ""Cleaning products"", ""Wifi"", ""Freezer"", ""Central heating"", ""Free washer \u2013 In unit"", ""Single level home"", ""Body soap"", ""Window AC unit"", ""Lockbox"", ""City skyline view"", ""Dining table"", ""Baking sheet"", ""Coffee"", ""Shower gel"", ""Carbon monoxide alarm"", ""Self check-in""]",0.5514500000000001,1,1,1,inside_airbnb,0,0,IAB_Athens_Sept2025,,,,,,,,,0,,,1.0,1,1,1,102.62,76.0,26.62,1
874940427158044866,athens,inside_airbnb,"Athens Stylish next to Acropolis, Metro stop Fix",ΝΕΟΣ ΚΟΣΜΟΣ,,37.96344089999999,23.7277932,1.474888696538835,near_1_3km,2,194627760,2018-06-10,2665.0,True,1,within an hour,1.0,1.0,18.0,1.0,1,True,professional,Entire rental unit,Entire home/apt,2,1.0,5,2.0,2.5,4,43.0,2,60,True,1.0,88.0,4.48863636973214,11.0,34.0,49.0,298.0,67.0,17.0,2.0,0.0,0.58,10.0,0.0,-1.0,4.94,0.988,5.0,5.0,5.0,5.0,4.82,5.0,9.9314,12.0,1056.0,1.0,00003407500,1.7417335009687442,0.4302952314329889,4.270962339479569,6.546953598355973,5.4171495922396575,97.0,10.0,-0.7681564245810075,"[""Hangers"", ""Clothing storage: closet"", ""Dedicated workspace"", ""Kitchen"", ""Wine glasses"", ""Outdoor furniture"", ""Samsung refrigerator"", ""Bed linens"", ""Bosch stainless steel electric stove"", ""Private patio or balcony"", ""Room-darkening shades"", ""Smoke alarm"", ""Hair dryer"", ""Wifi \u2013 34 Mbps"", ""Hot water kettle"", ""Cooking basics"", ""Essentials"", ""Long term stays allowed"", ""Dishes and silverware"", ""50 inch HDTV with DVD player"", ""Coffee maker: french press"", ""Private entrance"", ""Hot water"", ""First aid kit"", ""Elevator"", ""Microwave"", ""Drying rack for clothing"", ""Free street parking"", ""Fire extinguisher"", ""Courtyard view"", ""Heating"", ""Freezer"", ""Toaster"", ""Free washer \u2013 In unit"", ""Single level home"", ""Window AC unit"", ""Lockbox"", ""Dining table"", ""Shower gel"", ""Carbon monoxide alarm"", ""Bosch stainless steel single oven"", ""Voulis shampoo"", ""Self check-in""]",0.7118352941176471,1,1,1,inside_airbnb,0,0,IAB_Athens_Sept2025,,,,,,,,,0,,,1.0,1,1,1,109.07,88.0,21.07,1
875228906021722729,athens,inside_airbnb,Boho-Chic Apartment in Kolonaki,ΚΟΛΩΝΑΚΙ,,37.9784832,23.7450217,0.9553718081533714,centre_0_1km,3,23958601,2014-11-20,3963.0,True,1,within an hour,1.0,1.0,1.0,0.0,1,True,casual,Entire rental unit,Entire home/apt,2,1.0,6,2.0,3.0,3,14.0,2,15,True,1.0,93.0,4.543294782270004,4.0,27.0,54.0,234.0,131.0,69.0,34.0,2.0,2.34,27.0,28.0,0.037037037037037,4.86,0.972,4.9,4.84,4.99,5.0,4.97,4.87,9.8371,204.0,18972.0,0.0,00001620074,0.6890772850176174,0.3926055161832819,9.78871018474059,14.38145457028584,11.200544925993622,97.0,10.0,2.812330989724168,"[""Wifi"", ""Washer"", ""Dedicated workspace"", ""Kitchen"", ""First aid kit"", ""Lockbox"", ""Coffee maker"", ""TV"", ""Refrigerator"", ""Air conditioning"", ""Smoke alarm"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Self check-in""]",0.7422249999999999,1,1,1,inside_airbnb,0,0,IAB_Athens_Sept2025,,,,,,,,,0,,,0.0,1,1,1,121.76,93.0,28.76,1
