listing_id,neighbourhood,risk_probability,high_risk_flag,risk_band
1078885126501333006,ΑΝΩ ΚΥΨΕΛΗ,0.112,0,Low
1078905279506077398,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,0.3693,0,Low
1078920753424552891,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,0.1949,0,Low
1078973315856337177,ΑΝΩ ΠΑΤΗΣΙΑ,0.1028,0,Low
1079000961846715699,ΠΕΤΡΑΛΩΝΑ,0.5181,0,Moderate
1079007031188356240,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,0.1585,0,Low
1079029397883861723,ΠΕΤΡΑΛΩΝΑ,0.2267,0,Low
1079050405558557870,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,0.7336,1,High
1079050544615318486,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,0.2496,0,Low
1079132322484013934,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ,0.3403,0,Low
1079137372499989940,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ,0.3614,0,Low
1079142356122618880,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ,0.4519,0,Moderate
1079420524957901669,ΚΕΡΑΜΕΙΚΟΣ,0.6344,0,Moderate
1079434402343019324,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.1836,0,Low
1079435870749354203,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.9841,1,High
1079462548208014397,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.1902,0,Low
1079475075301499523,ΑΜΠΕΛΟΚΗΠΟΙ,0.9856,1,High
1079604792433620444,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,0.8173,1,High
1079615775590282339,ΝΕΟΣ ΚΟΣΜΟΣ,0.5844,0,Moderate
1079645583175953049,ΑΚΡΟΠΟΛΗ,0.995,1,High
1079690896139557321,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.9746,1,High
1079764185981185942,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,0.9956,1,High
1079801636125523533,ΠΑΓΚΡΑΤΙ,0.1109,0,Low
1079818528298398281,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,0.3882,0,Low
1080136540906684822,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,0.9989,1,High
1080213190692449301,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.4573,0,Moderate
1080323881939343990,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.5411,0,Moderate
1080537870986998527,ΓΟΥΔΙ,0.2829,0,Low
1081047478609217827,ΚΕΡΑΜΕΙΚΟΣ,0.72,1,High
1081048326194798706,ΚΟΛΩΝΑΚΙ,0.3487,0,Low
1081050218708471409,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.523,0,Moderate
1081332880146548889,ΚΟΛΩΝΑΚΙ,0.2408,0,Low
1081621703310557398,ΑΝΩ ΠΑΤΗΣΙΑ,0.214,0,Low
1081635054593280666,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.9524,1,High
1081673710971454666,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.487,0,Moderate
1081681989154177679,ΙΛΙΣΙΑ,0.6759,0,Moderate
1081697426395452674,ΙΛΙΣΙΑ,0.2192,0,Low
1081741862540496958,ΠΑΓΚΡΑΤΙ,0.283,0,Low
1081777324449254044,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.3645,0,Low
1081842599409230515,ΓΚΑΖΙ,0.4418,0,Moderate
1081853807886107605,ΑΚΡΟΠΟΛΗ,0.2695,0,Low
1081865188850463992,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.9299,1,High
1081908563766242502,ΑΚΡΟΠΟΛΗ,0.3988,0,Low
1082498096983824848,ΠΑΓΚΡΑΤΙ,0.7678,1,High
1082536005083669865,ΠΑΤΗΣΙΑ,0.9863,1,High
1082537657011907788,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,0.987,1,High
1082650484844404299,ΝΕΟΣ ΚΟΣΜΟΣ,0.3061,0,Low
1082670412993170800,ΠΑΤΗΣΙΑ,0.6609,0,Moderate
1083012057495198041,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.9922,1,High
1083319633552339499,ΑΓΙΟΣ ΕΛΕΥΘΕΡΙΟΣ,0.1894,0,Low
1083319676047028619,ΑΜΠΕΛΟΚΗΠΟΙ,0.1846,0,Low
1083413241337450490,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,0.835,1,High
1083432533876096488,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,0.7339,1,High
1083838816653343417,ΠΕΔΙΟ ΑΡΕΩΣ,0.356,0,Low
1084054692278879877,ΠΕΔΙΟ ΑΡΕΩΣ,0.3534,0,Low
1084195573075928964,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.1857,0,Low
1084547555355507419,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.8938,1,High
1084628390896645754,ΚΕΡΑΜΕΙΚΟΣ,0.3705,0,Low
1084664144703208948,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.4084,0,Moderate
1084666039308320205,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.9895,1,High
1084699480009425646,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,0.9954,1,High
1084732485689092738,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.9109,1,High
1084732520845259995,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.4208,0,Moderate
1084732563726514334,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.974,1,High
1084732638829767337,ΠΕΔΙΟ ΑΡΕΩΣ,0.2556,0,Low
1084732664501762034,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.8711,1,High
1084732785414543026,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.9938,1,High
1084733197949890744,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.3881,0,Low
1084733252625631215,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.4546,0,Moderate
1084733253924950714,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.44,0,Moderate
1084733260762137187,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.9354,1,High
1084733287787732048,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.9082,1,High
1084733311170536040,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.9828,1,High
1084733493506677815,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.9791,1,High
1084733495278864422,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.9797,1,High
1084733501845468275,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.0991,0,Low
1084744415413885327,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.2828,0,Low
1084766143152556372,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.1743,0,Low
1084808830343435311,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,0.5991,0,Moderate
1084837876080437516,ΣΤΑΔΙΟ,0.9858,1,High
1084892448868708530,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.6728,0,Moderate
1085250532649685829,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.2087,0,Low
1085277123013984398,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.2614,0,Low
1085302854643957281,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.4497,0,Moderate
1085304507175670374,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.7018,1,High
1085350848975682088,ΚΕΡΑΜΕΙΚΟΣ,0.247,0,Low
1085432928388835817,ΚΕΡΑΜΕΙΚΟΣ,0.0856,0,Low
1085432984250436365,ΑΜΠΕΛΟΚΗΠΟΙ,0.7646,1,High
1085553109695292860,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.995,1,High
1085623162172241687,ΝΕΟΣ ΚΟΣΜΟΣ,0.9942,1,High
1086013025737238849,ΚΟΛΩΝΑΚΙ,0.9993,1,High
1086066794966508970,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.9981,1,High
1086068938072812375,ΚΟΛΩΝΑΚΙ,0.9391,1,High
1086250743174153547,ΝΙΡΒΑΝΑ,0.6809,0,Moderate
1086284949719977688,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ,0.4351,0,Moderate
1086331320564618428,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,0.9942,1,High
1086455664264949565,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ,0.4875,0,Moderate
1086480111177356643,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ,0.4804,0,Moderate
1086710331131715852,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.5044,0,Moderate
1086735029258905456,ΓΟΥΔΙ,0.9927,1,High
1086905173527838722,ΘΗΣΕΙΟ,0.4034,0,Moderate
1086937248655147741,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.521,0,Moderate
1087441596232660908,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.1425,0,Low
1087475130267935311,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.97,1,High
1087475540971383279,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.517,0,Moderate
1087479597252962677,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.2908,0,Low
1087484750463665678,ΕΛΛΗΝΟΡΩΣΩΝ,0.9903,1,High
1087507075223496556,ΠΑΓΚΡΑΤΙ,0.7266,1,High
1087542431525927408,ΑΜΠΕΛΟΚΗΠΟΙ,0.1223,0,Low
1087551144671788999,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.1224,0,Low
1087609463320713032,ΝΕΟΣ ΚΟΣΜΟΣ,0.4562,0,Moderate
1087624067049893043,ΝΕΟΣ ΚΟΣΜΟΣ,0.417,0,Moderate
1087685389807861078,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.2946,0,Low
1087722690511731124,ΠΑΓΚΡΑΤΙ,0.416,0,Moderate
1088152744119340667,ΑΜΠΕΛΟΚΗΠΟΙ,0.3675,0,Low
1088260207834956600,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.5539,0,Moderate
1088347535611222807,ΑΚΡΟΠΟΛΗ,0.9249,1,High
1088481718187696644,ΝΕΟΣ ΚΟΣΜΟΣ,0.9897,1,High
1088892940218200260,ΚΥΨΕΛΗ,0.3701,0,Low
1089038787079776602,ΝΕΟΣ ΚΟΣΜΟΣ,0.5189,0,Moderate
1089210204670926453,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.9902,1,High
1089219301082857157,ΠΑΓΚΡΑΤΙ,0.4548,0,Moderate
1089657023583678147,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.209,0,Low
1089670237336304226,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.9984,1,High
1089678151908534660,ΝΕΟΣ ΚΟΣΜΟΣ,0.6377,0,Moderate
1089722231226118751,ΝΕΟΣ ΚΟΣΜΟΣ,0.9811,1,High
1089780967017234838,ΝΕΟΣ ΚΟΣΜΟΣ,0.2922,0,Low
1089938786782371285,ΑΜΠΕΛΟΚΗΠΟΙ,0.3781,0,Low
1090028555940437632,ΙΛΙΣΙΑ,0.2733,0,Low
1090327578534604576,ΛΥΚΑΒΗΤΤΟΣ,0.245,0,Low
1090327674073601418,ΛΥΚΑΒΗΤΤΟΣ,0.3078,0,Low
1090327835331316976,ΛΥΚΑΒΗΤΤΟΣ,0.2362,0,Low
1090327890885048346,ΛΥΚΑΒΗΤΤΟΣ,0.8726,1,High
1090327982469761833,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.9595,1,High
1090328044708484740,ΛΥΚΑΒΗΤΤΟΣ,0.9306,1,High
1090369966095998487,ΣΤΑΔΙΟ,0.9797,1,High
1090385180185773401,ΓΚΥΖΗ,0.3546,0,Low
1090410900377261154,ΝΕΟΣ ΚΟΣΜΟΣ,0.9976,1,High
1090434909637798541,ΝΕΟΣ ΚΟΣΜΟΣ,0.7966,1,High
1090464226348143997,ΝΕΟΣ ΚΟΣΜΟΣ,0.8048,1,High
1090484574973469181,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,0.9479,1,High
1090495613968033823,ΣΤΑΔΙΟ,0.4937,0,Moderate
1090521538525781030,ΝΕΟΣ ΚΟΣΜΟΣ,0.4148,0,Moderate
1090604164341320329,ΣΤΑΔΙΟ,0.2046,0,Low
1091048021667842346,ΝΕΟΣ ΚΟΣΜΟΣ,0.844,1,High
1091051736634519995,ΚΟΛΩΝΑΚΙ,0.4208,0,Moderate
1091053774065274407,ΝΕΟΣ ΚΟΣΜΟΣ,0.9749,1,High
1091074819839887920,ΠΑΓΚΡΑΤΙ,0.3247,0,Low
1091112874897883942,ΝΕΟΣ ΚΟΣΜΟΣ,0.8243,1,High
1091134266653446372,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,0.9917,1,High
1091145951763321295,ΠΑΓΚΡΑΤΙ,0.9327,1,High
1091213943681729761,ΝΕΟΣ ΚΟΣΜΟΣ,0.9956,1,High
1091214123390446441,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.9759,1,High
1091321373549464258,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.9219,1,High
1091769132372600355,ΠΕΤΡΑΛΩΝΑ,0.2758,0,Low
1091774990587892631,ΠΑΓΚΡΑΤΙ,0.9007,1,High
1091845964461427749,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.2242,0,Low
1092050391087567306,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.2116,0,Low
1092154730363019687,ΝΕΟΣ ΚΟΣΜΟΣ,0.298,0,Low
1092166739603978377,ΠΑΓΚΡΑΤΙ,0.2298,0,Low
1092216692267394851,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.233,0,Low
1092227391392937735,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.27,0,Low
1092235152437115456,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.1538,0,Low
1092240814518326581,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.27,0,Low
1092244542313088658,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.2242,0,Low
1092561874611049987,ΝΕΟΣ ΚΟΣΜΟΣ,0.4922,0,Moderate
1092585433329538635,ΚΟΛΩΝΑΚΙ,0.33,0,Low
1092635355059672434,ΓΟΥΔΙ,0.1774,0,Low
1092636268282644016,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.1408,0,Low
1092646804133995647,ΒΟΤΑΝΙΚΟΣ,0.9531,1,High
1092809730171603970,ΝΕΟΣ ΚΟΣΜΟΣ,0.9936,1,High
1092858999049475950,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,0.7854,1,High
1093266115907767545,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,0.987,1,High
1093450416154497754,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.3827,0,Low
1093460172268923671,ΑΜΠΕΛΟΚΗΠΟΙ,0.9448,1,High
1093529109446563773,ΑΚΡΟΠΟΛΗ,0.3019,0,Low
1093568588431763243,ΑΜΠΕΛΟΚΗΠΟΙ,0.9963,1,High
1093610367390290402,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,0.4162,0,Moderate
1093934369017713402,ΘΗΣΕΙΟ,0.4599,0,Moderate
1093960242685875609,ΝΕΟΣ ΚΟΣΜΟΣ,0.887,1,High
1094117618769499766,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.6201,0,Moderate
1094132802127297663,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.2389,0,Low
1094160227068025078,ΠΑΓΚΡΑΤΙ,0.6011,0,Moderate
1094276533573313741,ΑΚΡΟΠΟΛΗ,0.5735,0,Moderate
1094351656668879174,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.2979,0,Low
1094672342270964021,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.6849,0,Moderate
1094680371056734711,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,0.632,0,Moderate
1094704740158779740,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.996,1,High
1094713865450035217,ΚΟΛΩΝΑΚΙ,0.2316,0,Low
1094760593610403242,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,0.4585,0,Moderate
1094774593374494750,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.9542,1,High
1094822221519875959,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.4203,0,Moderate
1094826767821336756,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,0.6498,0,Moderate
1094890931239936414,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.8149,1,High
1094900262865984171,ΘΗΣΕΙΟ,0.9573,1,High
1095002095033295022,ΝΕΟΣ ΚΟΣΜΟΣ,0.1007,0,Low
1095386006029517191,ΒΟΤΑΝΙΚΟΣ,0.0995,0,Low
1095386216666772251,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.2934,0,Low
1095445105454929945,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.3031,0,Low
1095475716080747047,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,0.316,0,Low
1095728850497059241,ΙΛΙΣΙΑ,0.3307,0,Low
1095736015577428931,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.9936,1,High
1095767923297763640,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.3551,0,Low
1095777917450860525,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.381,0,Low
1095782260826004056,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.9905,1,High
1096148877913510127,ΝΕΟΣ ΚΟΣΜΟΣ,0.9988,1,High
1096150614020805201,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.9824,1,High
1096167726296524477,ΣΤΑΔΙΟ,0.2757,0,Low
1096239063384341720,ΝΕΟΣ ΚΟΣΜΟΣ,0.2247,0,Low
1096311798373925991,ΘΗΣΕΙΟ,0.0524,0,Low
1096362602704856634,ΓΟΥΔΙ,0.7692,1,High
1096365508232984191,ΚΥΨΕΛΗ,0.5409,0,Moderate
1096430458145955667,ΚΥΨΕΛΗ,0.7525,1,High
1096853696320050227,ΚΟΛΩΝΟΣ,0.1491,0,Low
1096873570547973154,1Ο ΝΕΚΡΟΤΑΦΕΙΟ,0.9679,1,High
1096881569252324989,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ,0.481,0,Moderate
1096980833895110056,ΠΑΤΗΣΙΑ,0.6825,0,Moderate
1096991827128366415,ΝΕΟΣ ΚΟΣΜΟΣ,0.3158,0,Low
1097042470125811488,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.5492,0,Moderate
1097056849298607305,ΣΤΑΔΙΟ,0.9844,1,High
1097069591779063633,ΝΕΟΣ ΚΟΣΜΟΣ,0.0512,0,Low
1097073695230268036,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.5284,0,Moderate
1097109149539352028,ΑΜΠΕΛΟΚΗΠΟΙ,0.8652,1,High
1097555397660197040,ΖΑΠΠΕΙΟ,0.3023,0,Low
1097611826731313848,ΖΑΠΠΕΙΟ,0.9098,1,High
1097612661051520968,ΑΝΩ ΚΥΨΕΛΗ,0.9769,1,High
1097634576321672414,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.2501,0,Low
1097640108900213270,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.9854,1,High
1097640506225886387,ΝΕΟΣ ΚΟΣΜΟΣ,0.7275,1,High
1097644536066542936,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.14,0,Low
1097648823489971038,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.3416,0,Low
1097665435671699603,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,0.2122,0,Low
1097667315771691485,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.1707,0,Low
1097671597938355841,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.2792,0,Low
1097702405823084456,ΠΑΓΚΡΑΤΙ,0.9924,1,High
1097715136520541382,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.9877,1,High
1097924425698691663,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.3626,0,Low
1098270840922985645,ΚΕΡΑΜΕΙΚΟΣ,0.9666,1,High
1098559573226522130,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.3475,0,Low
1099194636845812531,ΣΤΑΔΙΟ,0.3625,0,Low
1099203567667502634,ΚΟΛΩΝΑΚΙ,0.4172,0,Moderate
1099716504829472623,ΝΕΟΣ ΚΟΣΜΟΣ,0.4138,0,Moderate
1099751369074762144,ΑΜΠΕΛΟΚΗΠΟΙ,0.0881,0,Low
1099769393831925750,ΝΕΟΣ ΚΟΣΜΟΣ,0.8315,1,High
1100133860588399869,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.8722,1,High
1100530242267717163,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.9708,1,High
1100584592338728643,ΝΕΟΣ ΚΟΣΜΟΣ,0.2121,0,Low
1100593794932818387,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.1731,0,Low
1100645823333168579,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.3637,0,Low
1101231741420370470,ΖΑΠΠΕΙΟ,0.8212,1,High
1101249472123072549,ΑΚΡΟΠΟΛΗ,0.9739,1,High
1101264403993187936,ΚΕΡΑΜΕΙΚΟΣ,0.4602,0,Moderate
1101287975506467531,ΝΕΟΣ ΚΟΣΜΟΣ,0.1189,0,Low
1101292544411826738,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.6821,0,Moderate
1101313668480512391,ΑΜΠΕΛΟΚΗΠΟΙ,0.1669,0,Low
1101331489472379449,ΓΟΥΔΙ,0.5545,0,Moderate
1101344184281863102,ΑΝΩ ΠΑΤΗΣΙΑ,0.1165,0,Low
1101374052880398366,ΑΜΠΕΛΟΚΗΠΟΙ,0.3636,0,Low
1101544264283683053,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,0.4663,0,Moderate
1101911206409845406,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.9248,1,High
1101918988916044838,ΘΗΣΕΙΟ,0.025,0,Low
1101989027279767297,ΝΕΟΣ ΚΟΣΜΟΣ,0.8406,1,High
1102147669104044655,ΠΑΓΚΡΑΤΙ,0.9797,1,High
1102152431437656501,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.4356,0,Moderate
1102158075446272051,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.2295,0,Low
1102260125006724167,ΚΥΨΕΛΗ,0.2471,0,Low
1102645665425034802,ΝΕΟΣ ΚΟΣΜΟΣ,0.5024,0,Moderate
1102764706900518893,ΝΕΟΣ ΚΟΣΜΟΣ,0.4858,0,Moderate
1102798605649315136,ΠΕΤΡΑΛΩΝΑ,0.0986,0,Low
